,index,designation,distance,magnitude,absoluteMagnitude,scaledMagnitude,spectralType,spectralColor,colorIndex,xCoord,yCoord,zCoord,constellation,luminosity
0,0,Sol,0.0,-26.7,4.85,0.14952,G,16702104,0.6559999999999999,5e-06,0.0,0.0,,1.0
25,25,9077.0,81.367,6.28,1.7280000000000002,0.18073999999999998,G,16702104,0.763,58.24309399999999,0.08087899999999999,-56.818381,Phe,17.733726245425586
34,34,9078.0,74.6269,6.43,2.066,0.17736000000000002,F,16773591,0.514,66.54131,0.11565399999999999,33.784832,Peg,12.989726288978545
43,43,9079.0,136.2398,6.18,0.508,0.19294,G,16702104,1.032,69.024292,0.155048,117.45988999999999,Cas,54.550658817037316
63,63,9080.0,187.9699,6.36,-0.01,0.19812000000000002,B,9214460,-0.047,132.325125,0.419892,133.501154,And,87.90225168308842
88,88,Tau Phe,181.8182,5.71,-0.588,0.2039,G,16702104,0.9109999999999999,119.736878,0.5623560000000001,-136.823418,Phe,149.69248567600363
106,106,9083.0,199.6008,6.22,-0.281,0.20082999999999998,G,16702104,0.97,128.34788400000002,0.7397199999999999,152.861641,Cas,112.82361216489923
107,107,9082.0,166.3894,5.53,-0.5760000000000001,0.20378,M,16541255,1.615,106.198875,0.618768,-128.089244,Phe,148.04713248976262
112,112,GJ 1293,32.1234,10.76,8.226,0.11575999999999999,M,16541255,1.3840000000000001,30.727669,0.191824,-9.364349,Cet,0.04462723707622519
122,122,The Oct,66.5779,4.78,0.6629999999999999,0.19139,K,16623706,1.254,14.902031,0.103716,-64.888859,Oct,47.29334149186517
145,145,29    Psc,139.2758,5.13,-0.589,0.20390999999999998,B,9214460,-0.128,139.077212,1.106982,-7.355907000000001,Psc,149.830421062266
148,148,Wo 9848,45.5166,11.26,7.968999999999999,0.11833,K,16623706,0.932,40.907216,0.341175,19.956055,Peg,0.056545754068762076
150,150,NN 4388,121.5067,7.04,1.617,0.18184999999999998,K,16623706,1.06,96.741905,0.810996,-73.513429,Scl,19.642646458798552
154,154,30    Psc,132.4503,4.37,-1.24,0.21041999999999997,M,16541255,1.631,131.716394,1.126662,-13.877167000000002,Psc,272.8977782808041
169,169,GJ 1294A,15.328,9.24,8.312999999999999,0.11489,M,16541255,1.39,5.67201,0.053101,-14.239841,Tuc,0.041190778486773716
171,171,85    Peg,12.1699,5.8,5.374,0.14428000000000002,G,16702104,0.69,10.834733,0.102555,5.5404279999999995,Peg,0.6171631684555837
183,183,Zet Scl,154.0832,5.04,-0.899,0.20701,B,9214460,-0.15,133.807455,1.36158,-76.389577,Scl,199.34254564980927
186,186,31    Psc,122.8501,6.33,0.883,0.18919,A,13291261,0.182,121.345487,1.272247,19.126563,Psc,38.618908944898976
194,194,32    Psc,36.9004,5.7,2.865,0.16937,F,16773591,0.315,36.494389,0.397318,5.44498,Psc,6.223002851691593
238,238,9095.0,61.1621,6.25,2.318,0.17484,F,16773591,0.526,57.451983999999996,0.741591,-20.964675,Cet,10.299117193406989
253,253,9096.0,203.666,6.46,-0.085,0.19887,K,16623706,1.176,185.83056299999998,2.53883,-83.309585,Cet,94.18895965228413
300,300,2    Cet,83.4725,4.55,-0.057999999999999996,0.1986,B,9214460,-0.047,79.670013,1.3001770000000001,-24.872663,Cet,91.87556016660622
343,343,9101.0,90.6618,5.78,0.993,0.18808999999999998,K,16623706,1.084,86.89952,1.6419669999999997,-25.793323,Cet,34.89795674378744
345,345,9102.0,124.8439,6.38,0.898,0.18903999999999999,A,13291261,0.006,108.88646399999999,2.061556,-61.037282999999995,Scl,38.089037649813505
357,357,9106.0,93.8086,7.33,2.469,0.17333,F,16773591,0.444,27.582386,0.54275,-89.660383,Tuc,8.961898068616136
377,377,9108.0,175.4386,5.59,-0.631,0.20432999999999998,B,9214460,-0.1,55.83900799999999,1.142475,-166.311133,Tuc,155.7399389080856
379,379,9104.0,92.6784,5.68,0.845,0.18957,K,16623706,1.051,35.956697999999996,0.73744,85.415532,Cep,39.99447497610976
394,394,NN 3002,39.185,6.09,3.1239999999999997,0.16678,G,16702104,0.632,32.224052,0.6885020000000001,22.28464,And,4.902301301361682
399,399,9109.0,200.0,6.25,-0.255,0.20057,K,16623706,1.368,178.713114,3.8475300000000003,89.703967,Peg,110.15393095414144
400,400,NN 3003,26.3922,7.82,5.712999999999999,0.14089000000000002,G,16702104,0.755,24.239722,0.522425,10.426464999999999,Peg,0.4516479049291118
417,417,2.0,138.8889,6.32,0.607,0.19195,G,16702104,1.099,138.849775,3.068332,-1.219378,Psc,49.79663541644854
418,418,9110.0,221.7295,5.8,-0.929,0.20730999999999997,B,9214460,-0.067,106.405975,2.369398,194.515247,Cas,204.9273858380245
428,428,Gl 2,11.2511,9.95,9.693999999999999,0.10108,M,16541255,1.472,7.843761,0.17736500000000002,8.064194,And,0.011545161169214313
435,435,Gl 3,15.8881,8.49,7.485,0.12317,K,16623706,1.0759999999999998,5.993342,0.138488,-14.714076,Tuc,0.08830799004185623
436,436,NN 3004,235.2941,8.3,1.442,0.18359999999999999,G,16702104,0.998,155.939115,3.605442,176.16272800000002,And,23.078097296984033
441,441,33    Psc,39.4945,4.61,1.6269999999999998,0.18175,K,16623706,1.0290000000000001,39.287997,0.914841,-3.927804,Psc,19.462561593612413
442,442,Gl 1,4.3399,8.56,10.373,0.09429,M,16541255,1.462,3.4488440000000002,0.081384,-2.633508,Scl,0.0061773185859152
472,472,Gl 4A,11.3071,8.2,7.933,0.11868999999999999,K,16623706,1.41,7.878784,0.195428,8.107842999999999,And,0.058452084035885525
475,475,86    Peg,114.2857,5.55,0.26,0.19541999999999998,G,16702104,0.9009999999999999,111.141705,2.764456,26.478222,Peg,68.54882264526617
517,517,Gl 4.1A,21.4777,5.98,4.32,0.15481999999999999,G,16702104,0.687,11.23803,0.307211,18.300258,Cas,1.6292960326397214
521,521,Gl 4.2A,25.7136,5.7,3.6489999999999996,0.16153,G,16702104,0.519,16.837769,0.46441000000000004,-19.42844,Phe,3.022734480038652
522,522,NN 3006,16.7084,12.17,11.055,0.08746999999999999,M,16541255,1.55,6.835774000000001,0.18854300000000002,-15.24491,Tuc,0.003296097121774576
543,543,Gl 5,13.6705,6.07,5.391,0.14411,K,16623706,0.752,11.948982,0.344882,6.632053,And,0.6075751461057411
559,559,9.0,39.3856,6.19,3.213,0.16588999999999998,F,16773591,0.386,36.209604999999996,1.080174,-15.457211,Cet,4.516479049291118
601,601,10.0,176.0563,6.2,-0.027999999999999997,0.19829999999999998,A,13291261,0.133,167.926569,5.35391,-52.60984200000001,Cet,89.37169608501976
615,615,Wo 9003,33.0469,8.7,6.104,0.13698,K,16623706,0.7979999999999999,30.215476000000002,0.994741,-13.345633,Cet,0.3150648832972393
634,634,11.0,183.4862,6.43,0.11199999999999999,0.19690000000000002,B,9214460,-0.146,183.200416,6.185593,-8.159303,Psc,78.55973322609896
635,635,12.0,78.3699,5.93,1.459,0.18343,A,13291261,0.141,72.358029,2.457783,-30.001634000000003,Cet,22.719564377352672
654,654,13.0,94.9668,5.67,0.782,0.1902,K,16623706,1.119,79.115753,2.7828720000000002,-52.45625,Scl,42.383810577435
670,670,16.0,98.4252,5.99,1.024,0.18777999999999997,G,16702104,1.034,97.196752,3.518268,-15.098621,Cet,33.91563869058218
676,676,Alpheratz,29.7442,2.07,-0.297,0.20099,B,9214460,-0.038,25.974572,0.951042,14.461264000000002,And,114.49855346901884
685,685,NN 3008,21.7486,10.73,9.043,0.10759,M,16541255,1.46,20.736513000000002,0.765325,6.512519999999999,Peg,0.0210280983703774
697,697,Gl 6,32.4465,6.21,3.654,0.16147999999999998,F,16773591,0.504,26.020663,0.986231,19.357658999999998,And,3.0088462766457256
714,714,19.0,138.5042,6.24,0.5329999999999999,0.19268999999999997,K,16623706,0.976,124.956847,4.8380019999999995,59.546878,Peg,53.30893422367014
727,727,87    Peg,87.4126,5.57,0.862,0.18939999999999999,G,16702104,1.043,82.969037,3.274515,27.319281,Peg,39.37313537008504
728,728,23.0,128.3697,6.32,0.778,0.19024,G,16702104,0.738,75.391635,2.975289,-103.855819,Phe,42.54024629440678
744,744,Caph,16.7842,2.28,1.155,0.18647,F,16773591,0.38,8.600014,0.344589,14.409502999999999,Cas,30.06076302628229
758,758,20.0,105.4852,6.01,0.894,0.18908,A,13291261,0.203,18.819015,0.767057,103.790103,Cep,38.22962165659194
759,759,Kap1Scl,77.4593,5.42,0.975,0.18827,F,16773591,0.414,68.343305,2.7900970000000003,-36.350566,Scl,35.48133892335753
763,763,Eps Phe,44.2087,3.88,0.652,0.19149999999999998,K,16623706,1.013,30.82377,1.2663959999999999,-31.665333,Phe,47.774923465909396
811,811,34    Psc,93.633,5.54,0.6829999999999999,0.19119,B,9214460,-0.064,91.778975,4.021883,18.099895,Psc,46.430140728180334
812,812,Gam3Oct,78.064,5.29,0.828,0.18974,K,16623706,1.0490000000000002,10.551931,0.46238,-77.346312,Oct,40.625619818684335
838,838,29.0,58.309,5.84,2.011,0.17791,K,16623706,0.973,58.00594,2.612349,-5.333956,Psc,13.664696807404649
855,855,28.0,179.5332,6.74,0.469,0.19332999999999997,B,9214460,-0.07400000000000001,97.24344,4.456055999999999,150.85103,Cas,56.54575406876209
863,863,32.0,70.4225,6.66,2.421,0.17381,F,16773591,0.37200000000000005,20.303695,0.9435209999999999,-67.42537,Tuc,9.36698877952116
871,871,31.0,75.0188,5.84,1.464,0.18338,K,16623706,1.0,73.137904,3.421562,-16.339167,Cet,22.615177461083626
895,895,NN 3011,25.5428,10.86,8.824,0.10978,M,16541255,1.4180000000000001,25.383036999999998,1.227767,-2.574146,Psc,0.025727642953467786
908,908,6    Cet,18.7477,4.89,3.525,0.16277,F,16773591,0.48700000000000004,18.046958,0.887717,-5.000042,Cet,3.3884415613920247
914,914,NN 3012,28.082,9.5,7.257999999999999,0.12544,K,16623706,1.254,14.7174,0.729614,23.905324,Cas,0.10884287379435938
927,927,Gl 10.1,58.3431,8.34,4.51,0.15292,G,16702104,0.619,30.089294,1.517859,-49.962416,Tuc,1.3677288255958489
948,948,The Scl,21.2766,5.24,3.6,0.16202,F,16773591,0.45899999999999996,17.377471,0.890451,-12.244148,Scl,3.1622776601683777
965,965,36.0,202.0202,6.18,-0.34700000000000003,0.20149,K,16623706,1.4669999999999999,134.59395800000001,7.044791,150.48939,And,119.89470404794196
981,981,37.0,190.8397,5.29,-1.113,0.20915,K,16623706,1.4780000000000002,181.306922,9.633925,-58.777131999999995,Cet,242.77278476809963
1065,1065,Algenib,120.048,2.83,-2.5669999999999997,0.22369,B,9214460,-0.19,115.66418300000001,6.687324,31.442127000000003,Peg,926.4031007363994
1066,1066,Gl 11A,20.0361,12.49,10.981,0.08821,M,16541255,1.4,7.061621000000001,0.40914,18.745971,,0.0035285802582852672
1074,1074,40.0,131.406,6.24,0.647,0.19155,G,16702104,0.68,116.896409,6.841903,59.631570999999994,And,47.99544249319442
1084,1084,23    And,34.904,5.71,2.9960000000000004,0.16806,F,16773591,0.331,26.282289000000002,1.551559,22.915172000000002,And,5.515691912608028
1090,1090,NN 3014A,19.5886,11.14,9.68,0.10122,M,16541255,1.556,3.171508,0.18905,19.329227,Cep,0.011694993910198705
1121,1121,44.0,103.1992,6.22,1.1520000000000001,0.18649999999999997,A,13291261,0.009000000000000001,86.18552700000001,5.285684,56.517193000000006,And,30.14393884279467
1156,1156,46.0,178.5714,5.13,-1.129,0.20931,M,16541255,1.601,176.57537299999998,11.155955,-24.174803,Cet,246.37690767217697
1166,1166,89Chi Peg,112.8668,4.79,-0.473,0.20274999999999999,M,16541255,1.5719999999999998,105.704826,6.744267999999999,38.98495,Peg,134.64802883878474
1169,1169,7    Cet,137.1742,4.44,-1.246,0.21047999999999997,M,16541255,1.64,129.488149,8.283,-44.507481,Cet,274.4100418256573
1189,1189,51.0,103.8422,5.77,0.688,0.19113999999999998,B,9214460,-0.084,102.180753,6.656346000000001,-17.263279999999998,Cet,46.216813609224474
1191,1191,49.0,140.8451,6.25,0.506,0.19296,A,13291261,-0.004,130.049339,8.484933,53.408609999999996,Peg,54.65123745198719
1193,1193,54.0,194.5525,6.17,-0.275,0.20076999999999998,K,16623706,1.344,159.21371200000002,10.41521,-111.323904,Scl,112.2018454301964
1194,1194,35    Psc,77.7605,6.02,1.5659999999999998,0.18236,F,16773591,0.312,76.676686,5.019156,11.92437,Psc,20.58732876733527
1213,1213,53.0,135.1351,6.35,0.696,0.19106,A,13291261,-0.002,119.83803999999999,7.947067,61.944926,And,45.877527054713575
1240,1240,GJ 1005A,4.9868,11.49,13.001,0.06801,M,16541255,1.75,4.779241000000001,0.32306,-1.385667,Cet,0.0005490349610252033
1267,1267,58.0,189.3939,6.49,0.10300000000000001,0.19698999999999997,G,16702104,0.983,45.990882,3.198834,-183.69733200000002,Hyi,79.21364541528511
1276,1276,NN 3020,22.7842,11.58,9.792,0.1001,M,16541255,1.6469999999999998,15.131259,1.060284,-17.001193,Phe,0.010548725713234371
1286,1286,57.0,152.207,5.66,-0.252,0.20054,K,16623706,1.35,129.530168,9.141561,-79.40660600000001,Scl,109.84998450583755
1291,1291,NN 3021,17.4978,6.59,5.375,0.14427,G,16702104,0.7490000000000001,3.075498,0.21790900000000002,-17.224019000000002,Hyi,0.6165950018614821
1293,1293,55.0,192.3077,6.35,-0.07,0.19872,B,9214460,-0.044000000000000004,43.311977,3.07278,187.341554,Cep,92.89663867799364
1294,1294,GJ 1006A,16.3079,11.79,10.728,0.09073999999999999,M,16541255,1.485,15.299442,1.0862020000000001,5.540292,Psc,0.004454510633598985
1300,1300,56.0,106.4963,6.12,0.983,0.18819,A,13291261,0.068,76.931585,5.500630999999999,73.435278,And,35.220863561846755
1317,1317,36    Psc,125.0,6.12,0.635,0.19166999999999998,G,16702104,0.919,123.386422,8.935011,17.915321,Psc,48.528850016212104
1329,1329,61.0,182.8154,6.5,0.19,0.19612,B,9214460,-0.10800000000000001,171.104476,12.494361999999999,-63.156013,Cet,73.11390834834172
1339,1339,64.0,104.8218,6.78,1.6780000000000002,0.18123999999999998,F,16773591,0.451,20.340774,1.494294,-102.818313,Hyi,18.569491014904614
1346,1346,Gl 13,22.5989,6.84,5.07,0.14732,G,16702104,0.655,13.672666,1.009951,-17.965041,Phe,0.8165823713585919
1351,1351,60.0,190.1141,5.74,-0.655,0.20457,G,16702104,0.898,90.37006600000001,6.696117999999999,167.128006,Cas,159.220872705117
1363,1363,24The And,94.697,4.61,-0.272,0.20073999999999997,A,13291261,0.059000000000000004,73.717927,5.507828,59.184918,And,111.89224819552429
1365,1365,Gl 14,15.0038,8.99,8.109,0.11692999999999999,M,16541255,1.37,11.300858,0.845066,9.833173,And,0.049704991057623465
1383,1383,NN 3023,23.2019,11.54,9.712,0.1009,M,16541255,1.505,20.198863,1.531057,11.313264,And,0.011355336278419368
1399,1399,66.0,48.4966,6.46,3.031,0.16771,F,16773591,0.386,45.706036,3.505865,-15.829817000000002,Cet,5.340722340937608
1409,1409,NN 3025,34.5662,10.99,8.297,0.11504999999999999,M,16541255,1.4140000000000001,34.068449,2.633645,-5.217936,Cet,0.041802282895403206
1418,1418,67.0,117.3709,6.19,0.8420000000000001,0.1896,K,16623706,0.937,116.966373,9.10017,3.4588690000000004,Psc,40.105136608657595
1441,1441,Wo 9008,27.2183,6.51,4.336,0.15466,G,16702104,0.599,26.389981,2.0747560000000003,-6.333552,Cet,1.6054618868009711
1459,1459,Gl 16,16.3372,10.88,9.814,0.09988,M,16541255,1.479,16.027760999999998,1.280869,2.89385,Psc,0.010337130523505834
1462,1462,69.0,153.8462,6.07,0.135,0.19666999999999998,K,16623706,1.036,150.43287800000002,12.029176,29.8986,Psc,76.91304402866099
1470,1470,25Sig And,41.3223,4.51,1.429,0.18373,A,13291261,0.054000000000000006,32.988623,2.6437150000000003,24.744457,And,23.356082466252182
1472,1472,Gl 15A,3.5873,8.09,10.315999999999999,0.09486,M,16541255,1.56,2.571275,0.20667,2.493057,And,0.006510284984348607
1490,1490,71.0,166.6667,5.88,-0.22899999999999998,0.20031,A,13291261,-0.013999999999999999,141.61094599999998,11.541536,87.12581,And,107.5474208972789
1496,1496,Gl 16.1,23.245,6.47,4.638,0.15164,G,16702104,0.674,22.939132999999998,1.875641,-3.256358,Cet,1.2156260552373794
1498,1498,26    And,202.8398,6.1,-0.436,0.20238,B,9214460,-0.07400000000000001,145.93616,11.935836,140.371588,And,130.1367630107464
1499,1499,73.0,112.4859,6.33,1.075,0.18727,K,16623706,1.21,81.67802900000001,6.682639,-77.052863,Phe,32.35936569296281
1529,1529,GJ 1008,21.0837,9.9,8.28,0.11522,K,16623706,1.318,20.693616,1.7279349999999998,-3.6484089999999996,Cet,0.0424619563946313
1559,1559,8Iot Cet,84.1751,3.56,-1.0659999999999998,0.20867999999999998,K,16623706,1.214,82.880324,7.042663,-12.912353,Cet,232.4877101501645
1571,1571,75.0,175.1313,6.35,0.133,0.19669,K,16623706,1.179,132.22443,11.389488,114.27087399999999,And,77.05485366297151
1595,1595,Zet Tuc,8.5866,4.23,4.561,0.15241,F,16773591,0.5760000000000001,3.631914,0.318885,-7.774227000000001,Tuc,1.3049684141302225
1599,1599,76.0,210.9705,6.53,-0.091,0.19893,A,13291261,0.051,138.249947,12.147642999999999,158.895965,Cas,94.71090794701605
1626,1626,78.0,159.7444,5.89,-0.127,0.19929,B,9214460,-0.098,136.47726699999998,12.184297,82.120542,And,97.90390174480513
1641,1641,41    Psc,125.0,5.38,-0.105,0.19907,K,16623706,1.3430000000000002,123.225843,11.104763,17.807629000000002,Psc,95.94006315159336
1643,1643,Pi  Tuc,97.561,5.5,0.5539999999999999,0.19248,B,9214460,-0.046,33.829515,3.056494,-91.457047,Tuc,52.28775553134414
1653,1653,79.0,191.9386,5.79,-0.626,0.20428000000000002,K,16623706,1.595,160.4743,14.575103,104.28743100000001,And,155.02437888710415
1682,1682,27Rho And,48.5437,5.16,1.729,0.18073,F,16773591,0.442,38.106993,3.5218559999999997,29.865569,And,17.717400399431227
1692,1692,Gl 17.1,17.1321,10.41,9.241,0.10561,M,16541255,1.475,11.903672,1.110924,-12.271025999999999,Phe,0.017522658618857077
1702,1702,87.0,174.8252,5.96,-0.253,0.20055,K,16623706,1.3969999999999998,37.889928000000005,3.561585,-170.632895,Hyi,109.95120668793496
1704,1704,Iot Scl,101.3171,5.18,0.152,0.19649999999999998,K,16623706,1.006,88.23954300000001,8.310005,-49.090933,Scl,75.71815097147055
1716,1716,NN 3029,19.305,12.21,10.782,0.0902,M,16541255,1.537,13.328384,1.2611430000000001,-13.908512,,0.004238381057743498
1730,1730,GJ 1009,17.9791,11.16,9.886000000000001,0.09915999999999998,M,16541255,1.485,15.274859,1.466366,-9.368910000000001,Scl,0.009673864499689518
1764,1764,Gl 17.2,28.8767,8.3,5.997000000000001,0.13805,K,16623706,0.888,25.599184,2.509291,-13.124375,Scl,0.34769624461781284
1768,1768,42    Psc,153.8462,6.25,0.315,0.19487,K,16623706,1.225,148.890825,14.615089999999999,35.868965,Psc,65.16283940608425
1799,1799,9    Cet,20.8638,6.39,4.793,0.15009,G,16702104,0.659,20.290476,2.030904,-4.412393,Cet,1.0539014450691595
1826,1826,89.0,172.7116,6.55,0.363,0.19439,B,9214460,-0.06,147.228922,14.961545999999998,-89.045475,Scl,62.34476611050062
1833,1833,GJ 2004,22.168,8.74,7.011,0.12791,K,16623706,1.075,18.460732999999998,1.880543,-12.127866000000001,Scl,0.13664696807404644
1838,1838,NN 3032,19.6773,11.87,10.4,0.09401999999999999,M,16541255,1.516,12.347494000000001,1.260133,-15.269171,Phe,0.006025595860743574
1856,1856,GJ 1010A,19.2271,11.31,9.89,0.09911999999999999,K,16623706,1.462,4.240883999999999,0.436015,18.748497,Cep,0.009638290236239695
1931,1931,Gl 18,18.2249,7.92,6.617000000000001,0.13184999999999997,K,16623706,0.94,16.142502,1.727432,-8.281533,Scl,0.19642646458798546
1934,1934,94.0,151.7451,6.08,0.174,0.19628,K,16623706,1.216,150.76626100000001,16.174912,-5.875621,Psc,74.19933277899432
1955,1955,12    Cas,215.0538,5.38,-1.2830000000000001,0.21085,B,9214460,0.008,100.927665,10.96058,189.582683,Cas,283.9226239424908
1977,1977,96.0,158.2278,5.72,-0.276,0.20078,B,9214460,-0.055999999999999994,94.5505,10.399574000000001,126.444126,Cas,112.30523475410827
2000,2000,44    Psc,144.0922,5.77,-0.023,0.19824999999999998,G,16702104,0.855,143.125834,15.929870000000001,4.877167,Psc,88.96107044092287
2016,2016,Bet Hyi,7.4588,2.82,3.457,0.16344999999999998,G,16702104,0.618,1.635267,0.18451700000000001,-7.275205000000001,Hyi,3.607447338641916
2069,2069,Kap Phe,23.8095,3.93,2.046,0.17756,A,13291261,0.175,17.106924,1.964466,-16.443573999999998,Phe,13.231223331133707
2076,2076,Ankaa,25.974,2.4,0.327,0.19474999999999998,K,16623706,1.083,19.083654,2.198282,-17.483284,Phe,64.44659847416881
2095,2095,10    Cet,138.3126,6.16,0.456,0.19346,G,16702104,0.893,137.38014099999998,16.031246,-0.119572,Cet,57.22687092228429
2114,2114,Gl 21,16.4772,10.52,9.436,0.10366,M,16541255,1.459,5.5585830000000005,0.654911,15.497463,Cep,0.014641986429352763
2153,2153,102.0,176.0563,5.99,-0.23800000000000002,0.2004,K,16623706,1.022,157.722258,18.838748000000002,-75.924977,Scl,108.44261957670734
2204,2204,Eta Scl,138.5042,4.86,-0.847,0.20649,M,16541255,1.6340000000000001,115.288699,14.119064999999999,-75.449377,Scl,190.0203002577232
2213,2213,47    Psc,162.0746,5.01,-1.0390000000000001,0.20841,M,16541255,1.584,153.081675,18.829007,49.796209999999995,Psc,226.77751915672593
2220,2220,104.0,86.6551,5.18,0.491,0.19311,A,13291261,0.043,61.44953,7.6069960000000005,60.623414000000004,And,55.41151189716867
2229,2229,107.0,36.5497,6.05,3.236,0.16566,F,16773591,0.447,35.698544,4.436079,6.466004,Psc,4.421809210742686
2231,2231,108.0,32.1958,6.44,3.9010000000000002,0.15900999999999998,G,16702104,0.594,29.95859,3.7251160000000003,-11.188360000000001,Cet,2.3966245294086383
2234,2234,109.0,115.2074,5.42,0.113,0.19689,M,16541255,1.556,87.68438499999999,10.937992,-73.923068,Phe,78.48741034887297
2250,2250,111.0,125.3133,6.26,0.77,0.19032,K,16623706,1.09,79.029067,9.955242,-96.740562,Phe,42.85485203974397
2264,2264,110.0,162.0746,6.28,0.231,0.19570999999999997,G,16702104,0.9159999999999999,128.576897,16.325329999999997,97.31223,And,70.40443214699752
2324,2324,116.0,182.4818,6.59,0.284,0.19518,K,16623706,1.351,153.251114,20.05121,-97.013688,Scl,67.05018801628415
2331,2331,115.0,42.7533,6.15,2.995,0.16807,F,16773591,0.38799999999999996,40.97232,5.369549,-10.967399,Cet,5.520774392807572
2347,2347,12    Cet,173.913,5.72,-0.48200000000000004,0.20284,M,16541255,1.545,172.0102,22.675579,-12.002360000000001,Cet,135.76880641390918
2349,2349,28    And,62.7746,5.2,1.2109999999999999,0.18591,A,13291261,0.271,54.029838,7.1426050000000005,31.151228000000003,And,28.549598169004067
2375,2375,118.0,53.1067,5.17,1.544,0.18258,A,13291261,0.128,48.168847,6.4222980000000005,-21.420512,Cet,21.00873969240991
2377,2377,120.0,43.0849,5.67,2.498,0.17303999999999997,F,16773591,0.36700000000000005,28.456358,3.8013489999999996,-32.126245000000004,Phe,8.72569442770116
2382,2382,119.0,129.5337,6.18,0.618,0.19184,F,16773591,0.315,96.986682,12.968247999999999,-84.878596,Phe,49.294674131220596
2416,2416,112.0,38.506,6.18,3.252,0.1655,K,16623706,0.883,8.570708999999999,1.163299,37.522191,Cas,4.357124805030841
2466,2466,Lam1Phe,52.9661,4.76,1.14,0.18661999999999998,A,13291261,0.018000000000000002,34.558503,4.767165,-39.85461,Phe,30.478949896279826
2469,2469,122.0,116.144,5.88,0.555,0.19247,K,16623706,1.133,95.85115400000001,13.226847,64.242154,And,52.23961889991197
2478,2478,Bet1Tuc,41.4079,4.36,1.275,0.18527,B,9214460,-0.064,18.64771,2.582977,-36.881102,Tuc,26.915348039269155
2479,2479,Bet2Tuc,51.6529,4.53,0.965,0.18837,A,13291261,0.147,23.255404000000002,3.222589,-46.009046999999995,Tuc,35.80964371026361
2491,2491,124.0,116.8224,5.59,0.252,0.1955,K,16623706,1.163,69.892874,9.725158,93.10087,Cas,69.05577442196835
2499,2499,14Lam Cas,115.7407,4.74,-0.5770000000000001,0.20379,B,9214460,-0.098,66.52975,9.282853999999999,94.252351,Cas,148.18355175164308
2534,2534,NN 3038,24.9688,9.65,7.662999999999999,0.12139,M,16541255,1.367,11.188406,1.585223,-22.26539,Tuc,0.0749548949791958
2543,2543,51    Psc,80.9717,5.69,1.148,0.18654,B,9214460,-0.013999999999999999,79.574268,11.323808,9.805512,Psc,30.255198038723073
2546,2546,128.0,220.7506,6.69,-0.03,0.19832,A,13291261,-0.006,158.538318,22.596307,151.940043,And,89.53647655495938
2547,2547,Gl 22A,10.0654,10.27,10.255999999999998,0.09546000000000002,M,16541255,1.52,3.855636,0.550293,9.281315,Cas,0.0068801831614303775
2562,2562,52    Psc,80.0,5.38,0.865,0.18936999999999998,K,16623706,1.069,74.27633900000001,10.634394,27.747369,Psc,39.26449353995997
2572,2572,Bet3Tuc,45.5581,5.07,1.777,0.18025,A,13291261,0.038,20.450292,2.940715,-40.603969,Tuc,16.951182515313995
2577,2577,134.0,158.4786,6.26,0.26,0.19541999999999998,G,16702104,0.965,138.134196,19.916588,75.08465799999999,And,68.54882264526617
2605,2605,135.0,114.1553,5.93,0.643,0.19158999999999998,K,16623706,1.037,64.961388,9.469096,93.390124,Cas,48.17259035591632
2622,2622,129.0,151.7451,6.41,0.504,0.19297999999999998,A,13291261,-0.006999999999999999,48.927092,7.1641,143.462064,Cas,54.752001530376816
2623,2623,The Tuc,130.039,6.11,0.54,0.19262,A,13291261,0.265,41.322307,6.063137,-123.14971100000001,Tuc,52.96634438916578
2655,2655,138.0,165.0165,5.55,-0.5379999999999999,0.2034,K,16623706,1.262,141.992704,21.020865,-81.404016,Scl,142.9552140037036
2701,2701,16    Cas,189.7533,6.47,0.079,0.19723,B,9214460,-0.049,74.059894,11.205582000000001,174.343992,Cas,80.98414473257886
2705,2705,Gl 22.2,25.4842,5.57,3.5389999999999997,0.16263,F,16773591,0.47200000000000003,15.383147,2.330868,-20.183809,Phe,3.3450298682601365
2706,2706,Wo 9016,45.208,7.38,4.104,0.15698,F,16773591,0.5489999999999999,29.956923,4.5432879999999995,33.551394,Cas,1.9879250210418808
2728,2728,141.0,109.6491,6.39,1.19,0.18612,K,16623706,1.136,105.440533,16.192457,25.357173,Psc,29.10717118066605
2756,2756,13    Cet,21.254,5.2,3.563,0.16238999999999998,F,16773591,0.5670000000000001,20.961944,3.249574,-1.331907,Cet,3.2718998362317917
2781,2781,14    Cet,54.4959,5.94,2.258,0.17544,F,16773591,0.444,53.839659,8.418363000000001,-0.480897,Cet,10.88428737943594
2783,2783,148.0,70.7714,6.04,1.791,0.18011,K,16623706,1.001,40.283101,6.300177,-57.845983999999994,Phe,16.73400906839313
2796,2796,Lam2Phe,34.8189,5.51,2.801,0.17001,F,16773591,0.461,23.016157999999997,3.613111,-25.875905,Phe,6.6008520700215945
2826,2826,145.0,37.5657,6.32,3.446,0.16356,F,16773591,0.517,36.123796,5.7074489999999996,8.58262,Psc,3.644181507888608
2840,2840,150.0,115.3403,6.45,1.14,0.18661999999999998,K,16623706,1.063,110.048493,17.455865,-29.799858,Cet,30.478949896279826
2843,2843,Gl 24B,44.2282,8.4,5.172000000000001,0.14629999999999999,K,16623706,0.78,28.583846,4.536632,-33.444284,Phe,0.7433613896551785
